date,AdrActCnt,CapMrktCurUSD,IssTotNtv,IssTotUSD,NVTAdj,NVTAdj90,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,TxCnt,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,TxTfrValNtv,TxTfrValUSD,VtyDayRet180d,VtyDayRet30d,VtyDayRet60d
2017-12-30,50,6301199.1339943986149108673,28229.63605,31052.599655,3.69289337,,0.0000849505086029184,1.1,,,5728362.849085816922646243,385,399,1551185.5523243845,1706304.10755682295,6531.80893766,7184.989831426,4000,4400,2606191.766124384347309454,2866810.9427368227820403994,,,
2017-12-31,60,6533487.2339943986149108673,361701,397871.1,5.02177915,,0.00007901458388885803,1.1,,,5939533.849085816922646243,208,209,1182754.8897165002,1301030.37868815022,9040.63573836,9944.699312196,4000,4400,1889492.869316500010001372,2078442.1562481500110015092,,,
2018-01-01,48,6562553.8047473986149108673,26446.5,29091.15,6.32226277,,0.00008169538049236066,1.1,,,5965958.004315816922646243,253,254,943642.8415855699,1038007.12574412689,7185.54438498,7904.098823478,4000,4400,1825128.273785570000000081,2007641.1011641270000000891,,,
2018-01-02,80,6783993.3393915846950331765,206800.094714285714,227480.1041857142854,1.94213324,,0.00007455442444101814,1.1,,,6167266.672174167904575615,583,600,3175511.614151171,3493062.7755662881,7667.60625128,8434.366876408,4000,4400,4600563.750766311124810314,5060620.1258429422372913454,,,
2018-01-03,51,6582812.442416555386006982745,523864.666000000000000002,516006.69601000000000000197,3.0637651,,0.00006562166700419182,0.985,,,6683058.317174167904575617,374,385,2181322.032807582,2148602.20231546827,7556.6806047,7443.3303956295,4000,3940,2909322.032807582602154405,2865682.202315468863122088925,,,
2018-01-04,74,8557585.5422027136362908228,1137000,1250700,2.1848447,,0.00007299124381764928,1.1,,,7779623.220184285123900748,425,452,3560721.372270396,3916793.5094974356,9426.36915885,10369.006074735,4000,4400,4260718.859802322654965869,4686790.7457825549204624559,,,
2018-01-05,70,8421899.4312027136362908228,102648.99,112913.889,2.19858884,,0.0000647164371929033,1.1,,,7656272.210184285123900748,444,449,3482357.440816967,3830593.1848986637,9556.52384161,10512.176225771,4000,4400,4290879.20488430389375054,4719967.125372734283125594,,,
2018-01-06,48,8822402.8312027136362907953,368219,405040.9,6.85279286,,0.00006431398591335927,1.1,,,8020366.210184285123900723,155,156,1170379.1971124297,1287417.11682367267,9368.33407764,10305.167485404,4000,4400,1461460.116112429704916225,1607606.1277236726754078475,,,
2018-01-07,64,8990401.2783027136362909713,165468.3,182015.13,2.47384434,,0.00006776864646850565,1.1,,,8173092.071184285123900883,420,429,3303802.078394284,3634182.2862337124,9820.72924045,10802.802164495,6356,6991.6,4213092.844154283934561697,4634402.1285697123280178667,,,
2018-01-08,87,9152453.2783027136362909713,151663,166829.3,1.54533092,,0.00007364058596584187,1.1,,,8320412.071184285123900883,715,735,5384226.743614186,5922649.4179756046,8119.40482124,8931.345303364,4000,4400,5967762.54361418589453275,6564538.797975604483986025,,,
2018-01-09,45,9163338.8783027136362909713,13800,15180,2.10413384,,0.00007650265355487985,1.1,,,8330308.071184285123900883,377,380,3959020.0500748097,4354922.05508229067,12257.21646578,13482.938112358,9038.606,9942.4666,4657742.256998227220151278,5123516.4826980499421664058,,,
2018-01-10,51,9171109.2240663136206984447,47880,52668,3.38269946,,0.00007498761886769862,1.1,,,8337372.021878466927907677,431,436,2464709.6550915414,2711180.62060069554,7579.60930067,8337.570230737,8000,8800,3304709.655091541087076053,3635180.6206006951957836583,,,
2018-01-11,45,9216007.2691917526206977154,40835,44918.5,1.59782152,,0.00008341703510665266,1.1,,,8378188.426537956927907014,414,416,5243507.061542184,5767857.7676964024,23138.53925247,25452.393177717,24000,26400,9625632.329026795249893966,10588195.5619294747748833626,,,
2018-01-12,46,9131946.99867064671254654304,713294,716860.47,2.9425229,,0.00007288183805617751,1.005,,,9086514.426537956927907008,255,253,3088001.2637844626,3103441.270103384913,32564.90523235,32727.72975851175,40000,40200,8238921.023784462668863156,8280115.62890338498220747178,,,
2018-01-13,68,9263615.57790001587974141361,142671.18,143384.5359,1.56883234,,0.00007061935957299904,1.005,,,9217527.938208971024618322,377,380,5875406.616141758,5904783.64922246679,25960.65119163,26090.45444758815,24000,24120,9865047.452819675792586217,9914372.690083774171549148085,,,
2018-01-14,38,9235960.299458409871645588343,66060,65861.82,2.29211223,,0.00007287444116339861,0.997,,,9263751.554120772188210219,309,310,4041578.5265861372,4029453.7910063787884,30658.85463881,30566.87807489357,40000,39880,9504244.93803236895158807,9475732.20321827184473330579,,,
2018-01-15,42,9318643.010131376049151270095,10755.048,10808.82324,3.85649643,,0.00007394220599532905,1.005,,,9272281.602120772188210219,242,242,2404327.808747963,2416349.447791702815,32730.28020144,32893.9316024472,40000,40200,7920727.80874796323914313,7960331.44779170305533884565,,,
2018-01-16,74,8948336.620551128745676735425,193299.689231033562562572,194266.18767718873037538486,0.46145374,,0.00008791850879279856,1.005,,,8903817.532886695269330085,883,887,19295146.625655085,19391622.358783360425,29222.40248216,29368.5144945708,24000,24120,25920271.001674478502982346,26049872.35668285089549725773,,,
2018-01-17,108,9028257.742524746660484213285,595916.619,598896.202095,0.48742113,,0.00009005692196475497,1.005,,,8983341.037338056378591257,821,877,18430347.96102973,18522499.70083487865,25647.03119262,25775.2663485831,24000,24120,22492446.355925695427909274,22604908.58770532390504882037,,,
2018-01-18,79,9496085.242524746660484213285,876150,880530.75,1.5841943,,0.00008936479188264892,1.005,,,9448841.037338056378591257,367,368,5964445.783635667,5994268.012553845335,28355.16475667,28496.94058045335,34065.511289090275,34235.838845535726375,10434700.630453549876797653,10486874.13360581762618164126,,,
2018-01-19,77,9485744.875010246660484213285,27129.066,27264.71133,1.40620699,,0.00008784768789327555,1.005,,,9438552.114438056378591257,340,339,6712064.584579728,6745624.90750262664,26455.88076087,26588.16016467435,40000,40200,8968543.577933481784489954,9013386.29582314919341240377,,,
2018-01-20,71,9646505.278010246660484213285,170085.6,170936.028,1.81717117,,0.00007870991189703211,1.005,,,9598512.714438056378591257,310,316,5282118.09115001,5308528.68160576005,22520.36159826,22632.9634062513,20765.62708003473,20869.45521543490365,7116434.265050459050455247,7152016.436375711345707523235,,,
2018-01-21,66,10047686.23013566970864230462,414561.5,416634.3075,1.12080334,,0.00008798505612917343,1.005,,,9997697.741428527073275925,450,450,8920117.738682378,8964718.32737578989,30788.05612151,30941.99640211755,40000,40200,13854625.254679206762300772,13923898.38095260279611227586,,,
2018-01-22,78,9727641.58938226906940568423,321205,322811.025,0.76680829,,0.00009359850856612364,1.005,,0,9679245.362569421959607646,489,511,12622770.845801229,12685884.700030235145,30072.89565254,30223.2601308027,40000,40200,15367249.678446487687102338,15444085.92683872012553784969,,0.036783815509658535,
2018-01-23,107,9845274.276683884367245111545,146890.523009529305315,147624.975624576951841575,1.663592,,0.00009263191994350637,1.005,,0,9796292.812620780464920509,350,375,5888639.055310232,5918082.25058678316,24203.09169847,24324.10715696235,24000,24120,9076159.386926395369308321,9121540.183861027346154862605,,0.036783815509658535,
2018-01-24,87,9902871.565214811516897244155,148878.534,149622.92667,2.51564812,,0.00008952514653220886,1.005,,0,9853603.547477424394922631,295,327,3916924.4226175565,3936509.0447306442825,21954.47553364,22064.2479113082,24000,24120,7179113.499499861062298019,7215009.066997360367609509095,,0.036783815509658535,
2018-01-25,76,9405450.83491082340492588096,40920,41124.6,1.35931124,,0.0000902927240460726,1.005,,-0.9852216748768483,9358657.547174948661617792,333,368,6884852.604017921,6919276.867038010605,26066.12045333,26196.45105559665,40000,40200,9592332.326825475644715733,9640293.988459603022939311665,,0.036736303807897296,
