date,AdrActCnt,CapMrktCurUSD,IssTotNtv,IssTotUSD,NVTAdj,NVTAdj90,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,TxCnt,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,TxTfrValNtv,TxTfrValUSD,VtyDayRet180d,VtyDayRet30d,VtyDayRet60d
2018-02-08,4384,8211646842.58067,0,0,103.90194841,45.2346954248201,0.0009991563009009265,8.21164684258067,,-11.532730561687982,1000000000,5454,5461,9624458.591264034,79032655.00250170795446991462,2285.75935469,18769.8485878393682734678423,200,1642.329368516134,12482531.835940785744347893,102502143.138015847117748731,0.10362712927205688,0.13637529942631685,0.12507190222269224
2018-02-09,5542,9475971400.46906,0,0,77.91900442,51.860538314163456,0.0010941657311180023,9.47597140046906,,-15.39113879571206,1000000000,7006,7047,12833839.542629993,121613096.4641707352260662245,2247.15021647,21293.9311838275772385374182,198.8,1883.823114413249128,15835667.575429159108798269,150058333.0521019326739526868,0.10406408282341995,0.13444100610529583,0.12503275617685622
2018-02-10,6432,8868527548.90483,0,0,66.15551914,48.18776970601655,0.0010396510122046786,8.86852754890483,,-20.82639877690989,1000000000,8297,8277,15115896.799908422,134055747.1963902012856703935,2247.28066439,19930.0704822638645792800037,219.22966,1944.2442792470392532578,18600742.059139363351745902,164961193.3815501984935112159,0.10421810524965609,0.13488941925261064,0.12170192110932171
2018-02-11,5388,8405455730.18614,0,0,59.59046878,45.340372581928854,0.0010381298754925244,8.40545573018614,,-37.77933599363073,1000000000,6914,6911,16781207.136853714,141053693.6879075984095351703,3088.95447957,25964.0701305858024229271598,306.89,2579.5503090368245046,21347764.408332203649390797,179437688.672679653775265742,0.10432382592455874,0.12995450671576564,0.11747385725389387
2018-02-12,4830,9168757927.12349,0,0,87.92585005,49.29838659619252,0.0010293104417583895,9.16875792712349,,-42.93505881794485,1000000000,6052,6055,11373219.586981142,104278297.2450494905988089352,2423.64711642,22221.8337112258630437467058,205.5,1884.179754023877195,14675183.289930412424563585,134553203.1215396465805701661,0.10447093252702422,0.12652558112376078,0.11604591023590381
2018-02-13,4774,8896319530.82282,0,0,94.6778405,47.68401057406891,0.0010436830177646143,8.89631953082282,,-33.592881227076724,1000000000,5997,5960,10562133.59636018,93964115.40045894101407248331,2221.74057645,19765.314082693685649614589,123.31179967668687,1097.02117184462050228554259,13241573.835653549205679467,117801271.9329571118957546825,0.10439645201402241,0.12275899568683821,0.11583856929867951
2018-02-14,5828,9861761351.49689,0,0,30.94265855,51.97108373124878,0.0010416655515023555,9.86176135149689,,-23.328126517116587,1000000000,7971,7695,32317843.617631786,318710861.1520815826390679441,4799.91683231,47335.6343072741367256165159,200,1972.352270299378,36935360.02465098817309748,364247705.9947263334720596557,0.10451348214164738,0.12445953747262595,0.11630666678851653
2018-02-15,5143,9880180584.69707,0,0,91.73216151,51.8831256815868,0.000977584002960564,9.88018058469707,,-4.409188559952519,1000000000,10663,6377,10901302.04688563,107706832.8315578298124304861,2105.18824659,20799.6400410909857796104913,125.04129073,1235.4305329560077188491611,13424785.448511508993274371,132639304.5421071580484847445,0.10449700228387898,0.11798360453335625,0.11608061554198078
2018-02-16,4438,9816353129.22965,0,0,97.53132727,51.352570820754934,0.0009633966267783371,9.81635312922965,,-3.5948310941370964,1000000000,14606,5503,10253115.875170643,100648206.1055855428827248852,2269.6030763,22279.225260146745089172295,100,981.635312922965,12489625.728869320750579554,122602576.606493504930691073,0.10445756952814972,0.1179603933170371,0.11537678585870471
2018-02-17,4968,10048214483.1655,0,0,72.88090298,52.22681781881552,0.0009064205744755599,10.0482144831655,,-3.4364194866478917,1000000000,17618,6140,13721015.50804778,137871706.7517041341185796476,2733.04609084,27462.23331313734076375402,152.9005,1536.37701858324653275,16780902.997745976045356915,168618112.5425464723000533772,0.10438467368702607,0.11797177590113728,0.11048162045399032
2018-02-18,4522,9109506148.0635,0,0,81.3525476,47.13254960344564,0.0008715486017468385,9.1095061480635,,-17.669209379692084,1000000000,17702,5945,12292178.050646149,111975671.5254523029942400825,2574.13349661,23449.084913304989635314735,191,1739.9156742801285,15303223.637370050300133502,139404809.8098131504611083799,0.10464011202335091,0.11864683368501373,0.11050347618812723
2018-02-19,4278,9486187006.75287,0,0,117.26067714,49.005431895886424,0.0008515920701519873,9.48618700675287,,-39.071578217116375,1000000000,20422,5203,8528008.061709141,80898279.26846898093504080698,2076.76840644,19700.6134732059913487964828,143.87,1364.7777246615354069,10805426.018707101341155901,102502291.9010886987491022965,0.10445102683345349,0.09935795148400334,0.11062560756657691
2018-02-20,5073,8837419355.87916,0,0,82.93077441,45.463895804259955,0.0007858325220203578,8.83741935587916,,-33.145663563687286,1000000000,17521,6131,12058249.872788267,106563810.8238064495608683178,2399.9077121,21208.990867236210559669836,158.7808,1403.212515261977728128,14713834.182868058032281052,130032323.0068745999259540656,0.10461973619003331,0.09600670015111301,0.10575255321776311
2018-02-21,4659,8300083962.24189,0,0,82.25779625,42.542032598374306,0.0007935931759078574,8.30008396224189,,-38.84463425835556,1000000000,5836,5841,12156902.39223377,100903310.5763195808514541666,2390.10885633,19838.1041864369386107176637,190.45189999999997,1580.766760768495961088481133,13960625.829823666355045626,115874366.5529792901835292448,0.10474702594086382,0.09611139111195428,0.10561202739666939
2018-02-22,4567,7815891087.47963,0,0,78.16912758,39.89344109787008,0.0007912295330332756,7.81589108747963,,-39.829662183245276,1000000000,5757,5787,12792774.21829062,99986929.99687684753202267007,2607.00300726,20376.0515694760271439921138,196.5,1535.822598689747295,15086726.403018913294208552,117916210.4325991408933103917,0.10487711833616489,0.09631697210073245,0.10553116854687467
2018-02-23,4621,8237493660.56279,0,0,97.71341728,42.06546112266957,0.0008108515068965819,8.23749366056279,,-39.70954243522543,1000000000,5864,5853,10234009.08333393,84302584.94610525800989330246,2176.16623114,17926.1555333465691656232806,156.9,1292.462755342301751,12737100.950858532620196506,104921788.3366454470599055797,0.10491571995710125,0.09636582568002329,0.10574530836819507
2018-02-24,4498,7893096761.95928,0,0,84.97262787,40.29351527408741,0.0008148468308353824,7.89309676195928,,-44.676731847072396,1000000000,5645,5657,11768495.632882576,92889874.77303738820964793351,2541.89748124,20063.4427784078936794439072,166.7844266490544,1316.445617928886333148703305,14379514.051367405754617025,113498895.7973960382219361258,0.1049749082842887,0.09579241405056302,0.10582848055775991
2018-02-25,4496,7706034450.29739,0,0,65.04976653,39.2191600458677,0.0008024421444096279,7.70603445029739,,-45.66207167629501,1000000000,5536,5541,15372845.335275518,118463675.7527266724238526863,3236.96901968,24944.1947801994501927626352,154.78182542,1192.7540789664362860616538,17936045.338071157529544167,138215783.2772722369971332252,0.10496191499054922,0.09575985075919477,0.10584989609104836
