date,index_value_usd,index_value_btc
2017-11-17,98.3657287236310367,0.0127801641892527421
2017-11-18,102.88222330581678,0.0132223385999399538
2017-11-19,103.766572355303737,0.0128995675581138371
2017-11-20,107.476383652430627,0.0130392152492166419
2017-11-21,109.691419161487019,0.0135431871527804618
2017-11-22,119.544110683752336,0.0145166066605730351
2017-11-23,118.473996710552598,0.0147852236004683141
2017-11-24,121.446261396748028,0.0148089484892149261
2017-11-25,127.2776,0.0145
2017-11-26,133.108855091460953,0.0142865420380055719
2017-11-27,141.597010278628261,0.0145475533476649207
2017-11-28,142.657601296015343,0.0143984272381740691
2017-11-29,121.928692004127484,0.0123781201465256504
2017-11-30,128.823875855888986,0.0129483724918071468
2017-12-01,140.592491963171938,0.0129482862371681651
2017-12-02,149.526135842644607,0.0137016778041052587
2017-12-03,158.231209627371499,0.0140772216962972742
2017-12-04,176.141989460773033,0.015147191081779034
2017-12-05,185.762371995465685,0.0159232487946252589
2017-12-06,182.438099981195677,0.0132686403997503682
2017-12-07,174.19531573904851,0.0103449077716011289
2017-12-08,184.548685676007409,0.0114787357736062089
2017-12-09,180.779574458049069,0.0121842273570886821
2017-12-10,167.907402910877948,0.0111561414150252412
2017-12-11,189.376941074678285,0.0113171802492161421
2017-12-12,209.881265045977813,0.0122895693316534618
2017-12-13,228.181786900247488,0.0140102111339259292
2017-12-14,253.5133717480889,0.0153907042468264896
2017-12-15,259.776618602557335,0.0147644896615147722
2017-12-16,315.962478674698673,0.0163419344876815122
2017-12-17,343.868442247550661,0.018056457587456394
2017-12-18,402.947718083558527,0.021247014516997894
2017-12-19,409.140528308969749,0.0233689494101206943
2017-12-20,456.275760528045453,0.027706507976476176
2017-12-21,511.944728822324237,0.0326533055679465722
2017-12-22,426.971446513576154,0.0312835117917108635
2017-12-23,528.514716063203764,0.0368015449995650612
2017-12-24,542.293296770517827,0.0392125077204342753
2017-12-25,548.067594191524108,0.0396188954624989154
2017-12-26,565.828445583869552,0.0359571437294459173
2017-12-27,542.197737373620726,0.0351696437987538621
2017-12-28,520.800831883905744,0.0361245039224230083
2017-12-29,530.029682276817653,0.036905955819556531
2017-12-30,480.420213627401552,0.0383369466455307506
2017-12-31,562.727466164770476,0.0406316088064385336
2018-01-01,568.988911260149848,0.0423217236107121253
2018-01-02,621.67679742484404,0.0421129754686213123
2018-01-03,690.307998186665259,0.0455833584163261724
2018-01-04,681.268876704509694,0.0448508902583938593
2018-01-05,691.098771516117154,0.0407791403213312934
2018-01-06,776.544978715870911,0.0452104173390608655
2018-01-07,773.196550860885509,0.0476887065004145058
2018-01-08,755.114105281664365,0.0504380841020915863
2018-01-09,747.330640659243386,0.051559707989270627
2018-01-10,732.028822252333953,0.0490506409334488039
2018-01-11,657.732564836114079,0.0494236248435995992
2018-01-12,733.46207620051814,0.0529557535737428531
2018-01-13,757.859386966290231,0.0532037243175103799
2018-01-14,693.336879629884493,0.0508374110322887679
2018-01-15,658.848548372988716,0.0482728805512278106
2018-01-16,478.11466618338261,0.0423408583553886234
2018-01-17,505.609824284616934,0.0452269599937578856
2018-01-18,481.695865226942885,0.0432016941117067885
2018-01-19,514.896744464081394,0.0446890704600756625
2018-01-20,587.998193305380937,0.0459950682892270243
2018-01-21,514.003278604516254,0.044485771014374377
2018-01-22,473.863623516716757,0.0438296315786923726
2018-01-23,487.095161474476811,0.0448673458526977625
2018-01-24,507.728798473663971,0.0444500006105215395
2018-01-25,503.725162916293641,0.04508265303272814
2018-01-26,502.767416371447041,0.045280573696608338
2018-01-27,522.807581478383668,0.0456144761459627776
2018-01-28,537.351166977188655,0.0456609385881201618
2018-01-29,510.177329276699027,0.0453847986439731704
2018-01-30,441.969893475044785,0.0437327227626561205
2018-01-31,449.858358046424144,0.0439779921583495215
2018-02-01,385.098000003410448,0.0422484961720985611
2018-02-02,367.355958538858602,0.0413934799750368329
2018-02-03,394.662081769878,0.0426621584531917536
2018-02-04,329.125405410734345,0.0399770924298067307
2018-02-05,258.19568388884602,0.0371112110054612754
2018-02-06,303.397662462637811,0.0393833693501353665
2018-02-07,298.502629949038521,0.039284208538619067
2018-02-08,328.996551364512413,0.0398267640311538648
2018-02-09,347.742945658859469,0.0399781734471552561
2018-02-10,332.99395282811787,0.0388447108207368996
2018-02-11,304.732750476397314,0.0376840409071389562
2018-02-12,330.687321795383298,0.0370957337480223928
2018-02-13,313.649471273041286,0.0366980982564180866
2018-02-14,356.020818591566467,0.037537476616001042
2018-02-15,359.171077367746648,0.0357800344248929009
2018-02-16,370.583127244890363,0.0363756865899421827
2018-02-17,386.109592126032794,0.0348060646439234955
2018-02-18,354.991663356183494,0.0341021381443950625
2018-02-19,370.813584536692815,0.033162363039154194
2018-02-20,340.14497337662857,0.0302163074865975448
2018-02-21,314.985113102641492,0.030063146386061633
2018-02-22,297.543433613508341,0.0302286919961544907
2018-02-23,324.441018364763067,0.0318923952903485686
2018-02-24,312.309088653273704,0.0322088334670540682
2018-02-25,313.566970125153546,0.0326250615296016788
2018-02-26,325.765351246541968,0.0315352109247093726
2018-02-27,334.566563434970249,0.0316020878197924987
2018-02-28,314.057777454467157,0.030390021661434917
2018-03-01,336.394558068523679,0.0307763335012326937
2018-03-02,336.142325863388464,0.0304231210013828045
2018-03-03,333.829522755066648,0.0291098072326038196
2018-03-04,334.942029038464625,0.0290852309192579858
2018-03-05,330.824229066734006,0.0289279372049801725
2018-03-06,305.968622138526428,0.0285053133519655236
2018-03-07,272.437573027697226,0.0275115547769687364
2018-03-08,249.016009617144732,0.0267276902124065074
2018-03-09,255.221577099691444,0.0275799531763640179
2018-03-10,240.125914113479013,0.02731574827102113
2018-03-11,255.108501483985748,0.0266992050667128993
2018-03-12,244.239595722520249,0.0267770166909894122
2018-03-13,251.682779107252799,0.0274759259821108007
2018-03-14,222.405891106612444,0.0270734422052843482
2018-03-15,220.008914098782469,0.026543011098001567
2018-03-16,222.598277813630489,0.0269078005197416689
2018-03-17,201.170895976161233,0.0255344213657257707
2018-03-18,202.3407113109416,0.0245226096249076299
2018-03-19,214.726553767102757,0.0249339632164553987
2018-03-20,227.293092701430197,0.0254713226216906376
2018-03-21,231.380471706150757,0.0259550237648898674
2018-03-22,230.04936170637464,0.0263726134130274105
2018-03-23,235.321982754993911,0.0262965141382235923
2018-03-24,236.316916150618681,0.0276496244402163471
2018-03-25,236.958639453049273,0.0279565547092068961
2018-03-26,228.954351827723997,0.0280371721908529159
2018-03-27,214.263907082309117,0.0274561795885760358
2018-03-28,219.114791690126737,0.0275219358874034085
2018-03-29,188.879546590884729,0.0265841441400716284
2018-03-30,184.43668831662265,0.0269084082723427612
2018-03-31,185.490601323812001,0.0267115099066291099
2018-04-01,184.324760289898336,0.0269641088030302123
2018-04-02,196.942085043816235,0.0278288636329206626
2018-04-03,217.673233745188412,0.0292968475764461
2018-04-04,195.059596485098325,0.0286500962767867531
2018-04-05,193.926347664567004,0.0285304962167386086
2018-04-06,188.502840024270824,0.0284109747642408185
2018-04-07,197.254859047815103,0.0285385248366312912
2018-04-08,200.357482110270212,0.028419823503000062
2018-04-09,198.523924150775628,0.0292319654840474015
2018-04-10,206.349790950290242,0.0300316822489496184
2018-04-11,217.362249732362727,0.0311457210515674043
2018-04-12,244.669994141265136,0.0308494011735135631
2018-04-13,251.773508297915782,0.0318757939145917074
2018-04-14,256.722472021766407,0.03199229261621786
2018-04-15,273.83729733044737,0.0326849314498229779
2018-04-16,267.11094922774754,0.0330610272420791759
2018-04-17,264.627764461286063,0.033408083057123103
2018-04-18,279.736633932565553,0.0341481219079141432
2018-04-19,295.225693664640971,0.0355603206491652071
2018-04-20,309.982037320125073,0.0349214152013984092
2018-04-21,302.633674552900402,0.0338669080752173959
2018-04-22,311.392979636775124,0.0352943620277572645
2018-04-23,322.517754857607031,0.0359609697060959757
2018-04-24,350.266312571678839,0.0362360080250023336
2018-04-25,312.471880692677189,0.0352453898482650574
2018-04-26,346.058068756042132,0.0372546096195545406
2018-04-27,338.958594243105495,0.0379202608699126392
2018-04-28,378.759532759258718,0.0404950517371281057
2018-04-29,399.415493991482776,0.0424218263185127606
2018-04-30,380.314885950264056,0.0411317533738250959
2018-05-01,385.297298443388911,0.0424344643884337902
2018-05-02,403.255494336448123,0.0436786738692385157
2018-05-03,425.662955259224077,0.0436946217431969791
2018-05-04,424.323389203314434,0.0437508585442804229
2018-05-05,419.687968254645853,0.0426250521280276962
2018-05-06,405.092412060663833,0.0419851014937755868
2018-05-07,395.360511006850288,0.0421823615526932399
2018-05-08,414.58486768621043,0.0450871943437986464
2018-05-09,437.102745770688387,0.0468882172796303495
2018-05-10,402.473558903608534,0.0445800953582269274
2018-05-11,364.505518932097061,0.0432633635399336802
2018-05-12,367.062781255904952,0.0432414949875428029
2018-05-13,364.2422,0.0431
2018-05-14,361.4217,0.0429
2018-05-15,358.6011,0.0428
2018-05-16,355.780540701784219,0.0426120202534085793
2018-05-17,338.052461752936665,0.0418941731216151136
2018-05-18,353.510042973407963,0.0428528187472310695
2018-05-19,353.583647725306946,0.0428696401651463138
2018-05-20,368.494311280659645,0.0431792501201842607
2018-05-21,356.023761245245055,0.0422871248153322207
2018-05-22,325.83822292010899,0.0407663146745406782
2018-05-23,293.909220601216703,0.039153388893417497
2018-05-24,307.516746991053424,0.040541251870867448
2018-05-25,295.503821858343713,0.039530380056391097
2018-05-26,291.048646728708206,0.0395922606297937352
2018-05-27,286.244485059430588,0.0388708938725296077
2018-05-28,260.118978548125881,0.0365162294512051677
2018-05-29,291.772935262915325,0.0390290437884043481
2018-05-30,286.822440923520901,0.0388074070512900854
2018-05-31,299.854663048964937,0.039980355204160628
2018-06-01,295.610964724170913,0.0392414006276494143
2018-06-02,306.946469799220381,0.0401565291642479658
2018-06-03,315.206332278521984,0.040831263823802387
2018-06-04,291.565339404795566,0.0388515496368621316
2018-06-05,297.374667918366697,0.0389697516965036572
2018-06-06,293.902282709247459,0.0383641870953285169
2018-06-07,293.107707879997236,0.0380646013555365204
2018-06-08,286.860198093721863,0.0376092705612834088
2018-06-09,278.95439525647123,0.0371329717831760456
2018-06-10,235.076022433050781,0.0347037146702073862
2018-06-11,241.179298710889668,0.0350218903730746337
2018-06-12,217.619719101144483,0.0331947373873936191
2018-06-13,206.858561830340278,0.0327806303303504673
2018-06-14,224.183199273347981,0.0337237781394794794
2018-06-15,210.991223839359833,0.0329843862990854414
2018-06-16,212.715710125575924,0.0327100949592308704
2018-06-17,209.326637815676918,0.0323937761439562905
2018-06-18,216.085308801522842,0.0321748951455224363
2018-06-19,216.3361939958194,0.0321043125062431059
2018-06-20,212.186664063201647,0.031382663917163732
2018-06-21,207.76061846675492,0.0309136765332556004
2018-06-22,177.336614636074046,0.0293114979886305548
2018-06-23,176.794276753940039,0.028644893372727822
2018-06-24,166.675246180430491,0.0270766146736483651
2018-06-25,177.61943890385723,0.0283662808631376488
2018-06-26,162.847401087975072,0.0267621037120747869
2018-06-27,166.573983216384704,0.0271223338646382033
2018-06-28,155.643590851285978,0.0265067382258208188
2018-06-29,167.251942122400521,0.0269643336738942356
2018-06-30,180.796026276377347,0.0283124184749445791
2018-07-01,183.71157454243928,0.0289700547892887371
2018-07-02,200.826783314068223,0.0303562733444687656
2018-07-03,193.144334355977747,0.0296694154663339031
2018-07-04,200.929071584649591,0.030490550902998171
2018-07-05,196.016154388406818,0.0299978504926904331
2018-07-06,198.339511345292038,0.0300343761264875303
2018-07-07,202.236335175674583,0.029928438477279426
2018-07-08,200.896451473470051,0.0299525806748723485
2018-07-09,192.424514834923343,0.0288613250272487798
