date,AdrActCnt,BlkCnt,CapMrktCurUSD,FeeMeanNtv,FeeMeanUSD,FeeMedNtv,FeeMedUSD,FeeTotNtv,FeeTotUSD,NVTAdj,NVTAdj90,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,TxCnt,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,TxTfrValNtv,TxTfrValUSD,VtyDayRet180d,VtyDayRet30d,VtyDayRet60d
2016-05-13,1448,24324,608617160.320727357416920074,0.011716771582894237,0.00007131212739580597400506485737,0.011,0.0000669496196801421,4706.720879,28.6466520717849203415369,973.47846491,236.21447022217907,0.000013310960841613089,0.0060863290618311,-8.414381417586915,4.062001852232806,99997412913.067519,401708,21828,102721751.448987,625198.3811261604847404600957,4715.08207115,28.697541038559019399482765,600,3.65179743709866,102920811.448987,626409.9257892085835064600957,0.049010240740880305,0.030960788381192546,0.03098373346519095
2016-05-14,1547,23914,612173916.9134319608695267826,0.011463764300995051,0.00007017999344083682011905396408,0.011,0.00006734087578738839,4098.421839,25.09011963494717257736811,1582.11530458,238.4746194093985,0.000013363101694915261,0.00612189779885349,-6.881191559538665,-3.518682248661742,99997408814.645679,357511,20177,63204880.53255598,386933.8190090522547594632434,3149.42600647,19.2804641366606303553220803,900,5.509708018968141,63545968.532556,389021.9248854677163945392204,0.04897281222245351,0.027041539856609578,0.03100397331558015
2016-05-15,1533,23821,603452963.0037714487852688907,0.011554030375550209,0.00006972494771410714750190455524,0.011,0.00006638154824988115,3390.264471,20.45918223286766298342015,1605.21464111,235.8758130311657,0.000013094466978375216,0.00603468620453465,-7.41838242549116,-5.483111701399405,99997405424.381174,293427,20494,62295348.46210801,375932.8799709620327601600875,3053.70413107,18.4281461924985996719565755,600,3.62081172272079,62582612.462108,377666.4280688214141108980422,0.04896592473095919,0.027107719228642607,0.031028338218340158
2016-05-16,1488,24296,598057522.5307503233677854231,0.011454721266516288,0.00006850760354162411152683195318,0.011,0.00006578803808702818,5606.26132,33.5295393859993526621816,1052.14919348,234.21506629124087,0.000013137992986557565,0.00598073073518438,-4.503941485581266,-8.571360118275951,99997399818.119851,489428,21989,95041083.943166,568415.1318441315644644509471,4333.50329452,25.9175163445585324096435976,800,4.784584588147504,95289403.943166,569900.2669002925497060509471,0.04897076736004014,0.0266791276658533,0.030977350380798182
2016-05-17,1416,23981,591387534.0907599641321790515,0.011271376571103518,0.0000666592521679134600742927173,0.011,0.00006505432315400491,4416.767809,26.12089457662656690144929,833.0201432,232.3438013746348,0.000013039542372881353,0.00591402937763681,9.776140235618085,-9.771763893225199,99997395401.352032,391857,21601,120041989.64211199,709931.8532934239646079235664,5602.7540226,33.134851885329211709331906,700,4.139820564345767,121025089.642112,715745.9355745787716592173427,0.04896609848640643,0.026703029712324834,0.030971387024442843
2016-05-18,1403,23722,600921321.792068158273706756,0.011136534222407549,0.00006692355603764574887372959952,0.011,0.00006610307136064786,6420.000385,38.5801585077310668226751,892.27714145,236.51031674981726,0.000013222338398597299,0.00600937012369526,-8.800743945986087,-15.174616070338883,99997388981.351644,576481,25192,112069876.427166,673469.3671676310482461694332,4461.74485659,26.8122762407429383895627634,600,3.605622074217156,112400276.427166,675454.8630564999621501694332,0.04897591514157234,0.022237241814114104,0.031026063207196083
2016-05-19,1521,24090,610037980.4362208355220441196,0.011191873693695602,0.00006827646735945421917673163823,0.011,0.00006710593431527546,6435.8422,39.262109448788900917492,451.41926283,239.64192639188113,0.000013936948568088852,0.00610053948320686,-4.159322447008551,-14.23555267401315,99997382545.509439,575046,25117,221517756.946638,1351377.822484385806310135537,8828.15969051,53.8565367560115085199088986,620,3.7823344795882532,221736886.946638,1352714.633701340925541935537,0.048970823890457496,0.022489419879038255,0.031121507090237917
2016-05-20,1529,24341,602847967.8568056512001228778,0.012787310585548241,0.00007709006173478180595329603363,0.012,0.0000723436515151884,2502.24651,15.085137460378032157707,415.85678469,236.4137973825458,0.000013627218001168883,0.0060286376262657,-6.6714507866077755,-18.26604915086595,99997380043.26292,195682,24149,240461100.36988395,1449652.837343135412591780866,9991.4575912,60.23487717554637677318184,700,4.22004633838599,241283709.369884,1454612.048912240515234962179,0.048975430418129205,0.021108772557389646,0.030945212854024903
2016-05-21,1177,23759,595326451.7190081758367227834,0.013969892810142314,0.00008316864868394458385072784019,0.013,0.00007739446877547411,3036.914998,18.08003253742153993997706,3250.39645606,234.10100486943762,0.000013406243717124508,0.00595342067503647,-11.064305249266635,-17.33024022003206,99997377006.347913,217390,18811,30764670.820343,183155.0273225212143363429092,1648.75715381,9.8157449276067391951494507,900,5.358078607532823,31014770.820343,184643.9778333478354833429092,0.048987228325641334,0.02088979424313058,0.030868537909213255
2016-05-22,1192,24329,594860983.2285595103738989218,0.013181218617792156,0.0000784119867106598564285663734,0.013,0.00007733395953714327,4205.889599,25.01985354359674872814221,1574.64589585,234.8501094709294,0.000013502778492109858,0.00594876611824179,-13.08967598805616,-19.09539412668942,99997372800.458306,319082,18745,63504673.05966099,377774.4474473334847774322508,4469.77396957,26.5896399463771256773623303,900,5.353889506417611,83785913.059661,498422.8007952636652846934332,0.04898684032783255,0.020285618679918765,0.03062731534246109
2016-05-23,1459,24522,588249639.3660890887213264142,0.013610879283373045,0.00008006805520245115817256495302,0.012,0.00007059181427045208,4191.279723,24.65583664679398674559782,1059.3944924,232.9603219841479,0.000013243098188194027,0.00588265118920434,-12.31227076049296,-20.31368477350793,99997368609.178576,307936,23543,94391059.540512,555269.6786562505795752762221,4034.14431213,23.7314638351734686713106442,800,4.706120951363472,94975859.540512,558709.8530716972776072762221,0.04899411093386476,0.020189280323060558,0.030534324124964176
2016-05-24,1429,24280,578991582.9451877527791991976,0.013006374525359115,0.00007530779779209848646958989955,0.012,0.00006948082048100412,3188.863887,18.46373993925033398051787,987.58200018,229.399427719706,0.000012991699006428997,0.00579006837341701,-15.592216971697567,-20.147793310486794,99997365420.314675,245177,21819,101254746.84875001,586271.9073872930894678309717,4655.10687239,26.9533870767015120383253539,700,4.053047861391907,101569776.84875,588095.9526269705922274472375,0.04900002573166601,0.020155974950235633,0.03056376296808831
2016-05-25,1456,24181,564363723.8522154922296834606,0.012738342744585525,0.0000718924822013760626286661899,0.012,0.00006772543365448464,3708.653845,20.9308491605830718024534,609.52658873,223.79302166770324,0.000012526450029222672,0.00564378613787372,-15.90008559832093,-21.81811012772828,99997361711.660797,291141,22912,164057423.516732,925905.012659010101219323083,7171.71017444,40.4755984673523903518917168,700,3.950650296511604,164318223.516732,927376.912083767567395323083,0.04902533922121328,0.020413531389920813,0.030672779684954667
2016-05-26,1435,24767,574589560.4702922643706131156,0.012572503602599388,0.00007224220284643036888203636383,0.012,0.00006895256995416012,5119.624047,29.41760293664731983670047,1469.63306673,228.1755476706904,0.00001264441262419638,0.00574604749618001,-15.200286039920522,-17.061823645781647,99997356592.036729,407208,18663,68042397.01431301,390974.8449981794591572694449,3654.73380562,21.0002740329872403598696562,600,3.447628497708006,68208297.014313,391928.1142777956653557944831,0.049023581334902026,0.019974705367609993,0.03080556963502665
2016-05-27,1342,24185,550671511.1692816639389161125,0.012517455048334687,0.00006893188560079905583911795943,0.012,0.00006608233255206588,6637.342987,36.55092554408802341499863,1705.46183754,219.03350846605392,0.000011671526592635886,0.00550686104600549,-30.480975518947513,-15.438786065435615,99997349954.693714,530247,10236,58633589.88954002,322887.0321501692774045544947,5851.41020804,32.2229029388543562518821396,400,2.202744418402196,59895034.88954,329833.6344823475626003835746,0.04913180486789984,0.01836063178570864,0.029600862499895197
2016-05-28,942,24108,545856916.6805791231773901405,0.012501022094155009,0.00006823950638440032963202604878,0.012,0.00006550456998197592,6227.846694,33.99603496701169774663404,3046.28273542,217.5425326943332,0.00001028179544126242,0.00545871416516466,-41.35907772169567,-18.009552153722925,99997343726.846991,498187,9719,32826021.88039299,179187.8706245062830425288597,3383.0457743,18.467079889571855276696238,500,2.72935708258233,32879821.880393,179481.5494465921963376705114,0.049099448533812894,0.017605284717055147,0.029366765341435824
2016-05-29,1071,24103,576155909.7036587545050793357,0.011940627701210472,0.00006879846388268218987539946664,0.011,0.00006337883749886832,6179.382301,35.60382424531472764887312,2505.37051182,231.15984353967477,0.000010921648451198148,0.00576171249989712,-29.397160817593495,-15.690351424088966,99997337547.464661,517509,8026,39913193.308472015,229968.3447962332953981118991,4978.99243814,28.6875229677244760079641568,540,3.1113247499444448,39961393.308472,230246.0593387282501564244006,0.04919343099325107,0.019971879192613597,0.029566935720205738
2016-05-30,1216,24637,568470487.7299970679689345321,0.011675931481317419,0.00006637599541451364721249575434,0.011,0.00006253342191395486,5342.707755,30.3725271096703248401763,4358.29768093,228.96600763208366,0.000010655912916423142,0.00568485653763226,-30.84285287794268,-16.32856418135349,99997332204.756877,457583,7875,22944126.245052997,130434.0660844494471665885969,2924.89222159,16.6275926677756563898524934,500,2.84242826881613,23033526.245053,130942.2922589137882651582098,0.04916078055678351,0.020021851416891587,0.02867490912844846
2016-05-31,1213,24099,559389398.9652319375781794823,0.011773984357505101,0.00006586418111582463337764401202,0.011,0.00006153447892193338,5560.87636,31.1077844692634198488088,2470.68826485,246.9035478797127,0.000010536039158386918,0.00559404353835758,-24.2260801139566,-17.046759201695853,99997326643.880492,472302,9556,40473469.70748401,226410.3516920621796768295123,4243.30993172,23.7372605047868099907444376,510,2.8529622045623658,40549069.707484,226833.2613835619567843941287,0.04912245812307201,0.02010640572997743,0.02869700462043817
2016-06-01,1259,24177,577254685.1508989491644953371,0.011760828089932372,0.00006789174997364268454986781945,0.011,0.00006349971651650627,5632.072399,32.51227279426721737976743,1680.48932116,287.1987420311432,0.000010737638807714788,0.00577270150150057,-29.63535050480169,-12.584470374529852,99997321011.808071,478884,10421,59504883.341147,343503.9294100555414157249538,5715.23686222,32.9923564159688003083414654,410,2.3668076156152337,59558483.341147,343813.3462105359719677249538,0.04862926470990683,0.021037052923759136,0.028918374376076198
2016-06-02,1338,24002,573682292.5417097286893940801,0.01197485565662188,0.00006869947090412837157454947221,0.011,0.0000631067464706789,5813.648723,33.3527687301770130843677,581.98370839,285.4378008451712,0.000010648261250730576,0.0057369769518799,-28.06613038624745,-11.127202058166146,99997315198.159333,485488,24535,171821502.48737502,985735.9996074453982718053001,7037.8377206,40.37591279415317130095594,500,2.86848847593995,172673348.474875,990623.0204042841569291675125,0.0482354524717171,0.02075695969122594,0.028909124910224668
2016-06-03,1317,24284,578993806.862957741039950913,0.011701744284643429,0.00006775419749187688341659959931,0.011,0.00006369103223258105,5494.729555,31.81499974516552085163025,27.56195072,259.760631461084,0.000010154924021040314,0.00579009383932555,-24.074280604900295,-7.475744426908233,99997309703.429768,469565,22890,3628092609.8750906,21006996.66894031819177164914,158508.89514526,917.781377258869506867679393,500,2.895046919662775,3628268609.875091,21008015.72545604180460918488,0.04818343949768077,0.020238423532449677,0.028961148771964575
2016-06-04,1128,24366,578499538.9595016611729956696,0.012128349537364328,0.00007016433755720443296787807275,0.011,0.00006363666472107417,5375.078333,31.09564161151193269572351,670.85222932,259.35403627055166,0.00001007398889538282,0.00578515133827947,-26.133279333864618,-7.31522641833459,99997304328.351421,443183,24649,149060105.87480193,862335.2709856898736133132354,6053.0652714,35.017898655532693284598158,700,4.049605936795629,149202005.874802,863156.1839605921353669069149,0.04808674593904293,0.020240905462192038,0.02895579139452711
2016-06-05,1126,24249,576714328.0207284533142661513,0.011822463828783755,0.00006818368445833809866665183248,0.011,0.00006344028959646037,5315.675299,30.65708912448282424012733,629.67745775,258.80963444959747,0.000010027684979544137,0.00576729905422367,-26.564267143690728,-10.82059677342881,99997299012.676109,449625,23237,158807176.24923298,915888.4773861330348912668606,6843.58894217,39.4690240336726072458751639,700,4.037109337956569,159024476.249233,917141.7114706159537282479451,0.04474710642226605,0.018926563087574677,0.028712947633255236
2016-06-06,1470,24354,572375804.5340730080783917063,0.011811293520027282,0.00006760681687223507336801431101,0.011,0.00006296304332235984,6670.250846,38.17993572615503395240224,696.8485031,257.19475811190944,0.000009770151373465811,0.00572391302930544,-26.420238832277704,-11.792964681061717,99997292342.425253,564735,24229,143499328.61652997,821377.676764738874984612044,5956.57388322,34.0949108601834584002707168,600,3.434347817583264,144321828.61653,826085.5952313427711020029232,0.042771744850074296,0.018887962089882006,0.028052646209517133
2016-06-07,1510,23916,584586872.237912497001129222,0.010986436727364003,0.00006422701001348347579741259988,0.011,0.00006430630127679527,6432.009382,37.60170301218779595756574,697.14431586,262.2486577562776,0.000010106029807130325,0.00584602738879957,-26.523252338394908,-8.500189750491643,99997285910.415866,585450,24896,143438429.65507802,838544.9883699865633961224925,5766.6986526,33.712278266053176650459382,400,2.338410955519828,143567729.655078,839300.8797113582308765747165,0.04232815077860375,0.019308596512423545,0.0281568512905187
2016-06-08,1354,24277,578751127.4171907088986759708,0.004437006957973183,0.00002567992542193147036584523798,0.00006,3.472601102297394E-7,2542.458231,14.71490542585947064191669,635.92484291,260.1300731994244,0.00000992572881355932,0.00578766850382899,-27.782386848143126,-9.81824036214288,99997283367.9576,573012,22949,157247015.087277,910093.5965417550919735327602,6899.76480837,39.9335514652307157986006463,600,3.472601102297394,158342702.587277,916435.0725755442184541577602,0.04121055678069293,0.019297581130062646,0.02575294405434591
2016-06-09,1323,24659,578286054.1328524487949796671,0.0034819726405267712,0.0000201363095652892917357043247,0.000167,9.6576396329598244E-7,1723.075053,9.96457360623781435622796,721.56055554,378.75097074996904,0.00001002079485680889,0.00578301774428732,-27.058136338926992,-6.5055391950513615,99997281644.882539,494856,20279,138584739.52981198,801438.0077883390646854786981,6843.88557275,39.57831170708523807876253,900,5.204715969858588,138787155.529812,802608.5831080668425109535838,0.04116921539397031,0.018237187966110787,0.02550196093416171
2016-06-10,1346,24526,571402300.2703311140916431402,0.0032880488770348337,0.00001878849795060204141453203342,0.000157,8.9712601258672539E-7,1570.730541,8.97543456748738841562507,592.67306069,375.43726083792143,0.000009855175336060786,0.00571417842411927,-28.438106679691572,-6.814951755393412,99997280074.151993,477709,20319,168722499.31066698,964110.4652244916626580227707,8369.34392985,47.8239245079824512069132095,700,3.999924896883489,170056699.310667,971734.3220779517069755912531,0.04117472477972144,0.018287387642986257,0.025408210928773996
2016-06-11,1033,24482,576547805.6903636947291808192,0.0018139643001410563,0.00001045865590141877031812323352,0.00002,1.153126982775294E-7,624.016417,3.59785084068729839000799,2341.5377684,380.862254847346,0.000009522898889538276,0.00576563491387647,-27.379615800783498,-6.417276898332894,99997279450.135569,344007,19637,42705815.297753,246226.1397062845531845105719,2188.49861475,12.6180840221728901476199325,1100,6.342198405264117,42975547.297753,247781.3159428742811905505719,0.03833565643780981,0.01836045210070609,0.025262624598000404
2016-06-12,1201,24539,564797846.3742951443476173686,0.0010182316843756417,0.000005751107120214019256109658868,0.00006,3.388879294444944E-7,591.585481,3.34135297909192137376344,1559.04562276,375.30624346346855,0.000008425113968439508,0.00564813215740824,-30.60001811003501,-7.1996913077030715,99997278858.549955,580993,23715,64140059.404938,362271.5321031051402427378891,2730.64768733,15.4230590133610140826855992,600,3.388879294444944,64757309.904938,365757.8445013314550868578891,0.03707953268541917,0.018580545474441615,0.025388189787107752
2016-06-13,1501,23572,588991350.5441260779175472504,0.0015857901735986473,0.000009340421225454449677195491057,0.000113,6.6557834450516937E-7,1061.045862,6.24963848030106546590838,348.03903036,389.8257422314197,0.000008362759789596734,0.00589007384517849,-27.578969719737124,-3.7867988210847954,99997277797.504008,669096,29074,287316275.11787295,1692314.077365890836773781893,9888.19486888,58.2421979732182363457463912,530,3.1217391379445997,287489377.617873,1693333.663873676140842699152,0.036603165595059974,0.020234493314345008,0.023678581251674883
2016-06-14,2203,24289,723894272.1261143074119371638,0.0026541840588403306,0.00001921400978771353535462798561,0.00006,4.343483954788398E-7,1924.793046,13.93384618598214478646718,92.52234583,456.67339042266167,0.00001056888486265343,0.00723913992464733,-17.70052659798902,19.95884590001742,99997275872.710852,725192,47979,1080790537.466192,7823993.929952556446067398067,22554.73919769,163.2769130160057669004006677,500,3.619569962323665,1082153831.966192,7833863.009596558565496083067,0.039665180904820636,0.04280909665982059,0.035749356910145295
2016-06-15,2466,24838,657431168.5625892487905005614,0.002771103614296746,0.00001821859546687938065039942235,0.00006,3.944694533878608E-7,1622.503335,10.6671333946238532752628,306.42643168,412.5723081862181,0.000009459679135008769,0.00657449088979768,-29.42165862597026,9.92788642231015,99997274250.207486,585508,35588,326333709.865606,2145478.002545305935149330594,10315.05922967,67.8162629331888899229531656,500,3.28724544489884,367092327.865606,2413445.165267049671555570594,0.04019775593629114,0.046662844858249626,0.03781144329962723
2016-06-16,1524,23793,663984245.04952693433054132,0.0022651363617559503,0.00001504055879411400300563825251,0.00006,3.984014132143758E-7,1696.521446,11.26494236058160567005678,13.85838277,315.21765634171084,0.000008652398012857972,0.00664002355357293,-31.97264490510367,12.275795901207037,99997272553.686,748971,37551,7215652377.366042,47912101.74010502669895155244,197486.08084248,1311.312228296874983228522066,450,2.9880105991078185,7415799821.716043,49241085.48477646058981655152,0.04018251090615442,0.04659789593554235,0.03783205613301155
2016-06-17,1555,24341,654275141.9155634801684621649,0.0025333996277032782,0.00001657585635291868331184087167,0.00006,3.925757982670734E-7,1483.432152,9.70599268744070940839928,476.64173692,310.4603769338233,0.000008723736411455295,0.00654292997111789,-35.925169430811216,8.87879821745005,99997271070.253795,585550,25851,209795457.09926596,1372676.984059164758221519624,8146.10874238,53.2994190385035646306191782,600,3.925757982670734,210585057.099266,1377843.281564359705882718469,0.04019645915838524,0.04665961524715939,0.0364797359094635
2016-06-18,1313,24326,651960091.7783309717928462003,0.001634914544391514,0.00001065928134578641120953630013,0.00006,3.911867338517172E-7,913.521581,5.95595872624078193514822,1057.57324875,309.5741827942783,0.000008598015780245472,0.00651977889752862,-42.36702649711175,6.87216951018534,99997270156.73219,558758,20420,94553517.00208598,616468.0248373137575412067507,4640.13795309,30.2526735081778276664924358,600,3.911867338517172,94751617.002086,617759.5930369143075587847013,0.04018860254242692,0.046615178507890105,0.0364739507403535
2016-06-19,1394,23799,678261483.9740446073459962157,0.0021333518390059345,0.00001447009906003025111530970575,0.000123,8.3428441190134593E-7,1433.134565,9.72066526615053839272415,502.51464345,320.9624529848089,0.000008845971361776744,0.00678280009675891,-37.34234480726538,12.50966664852203,99997268723.597612,671776,14225,198993740.83361,1349734.764580627367882594965,13998.07668426,94.9461558884373700654117566,600,4.069680058055346,199122640.83361,1350609.067513099591381594965,0.04028864883714509,0.04702310943738344,0.03653368993148732
2016-06-20,1440,24403,640619591.2421944407173264048,0.001903617651743711,0.00001219528087230286773378888231,0.00006,3.843822585212532E-7,1361.669128,8.72335757965509023852016,540.14825772,312.0880448953664,0.000008866980713033311,0.00640637097535422,-36.86881233092515,7.608236088825938,99997267361.928476,715306,17096,185129297.24821994,1186006.956578720093703505967,10832.96661489,69.4000028986125522520763358,500,3.20318548767711,185200397.24822,1186462.449555068163127764488,0.04049559980729907,0.04824875530955418,0.03712642491066691
2016-06-21,1421,23953,587763868.5355305071716471055,0.002182321945454825,0.00001282725063465530740932939944,0.000122,7.170915275297735E-7,1729.254451,10.16421078487909721226925,227.67941405,284.43051727034504,0.000008778020455873772,0.00587779940598175,-44.27802514369699,-1.1929652443793572,99997265632.674001,792392,23158,439202051.045226,2581541.554739595624504180626,18968.74864173,111.4944994985777211496684275,600,3.52667964358905,439278281.045226,2581989.619388313613306680626,0.04098768937628069,0.05088837216275805,0.03855413029752921
2016-06-22,1634,24072,674705171.0374209175664600402,0.0021787130374922945,0.00001470029174042485647360000722,0.000126,8.501517764934579E-7,1730.739135,11.67770595450000523019775,162.67521516,321.34919339657773,0.000011343077147866752,0.00674723632137665,-36.29115248354394,14.697202066968899,99997263901.934842,794386,23185,614704973.992949,4147559.727456114519155073241,26525.83713578,178.976091777456381222571537,750,5.0604272410324875,615001533.992949,4149560.687859581978479073241,0.04170780855435844,0.05674584342811187,0.04266819214704389
2016-06-23,1627,24468,628760927.4965550149017643668,0.002885547047685058,0.00001814368918431467962597826629,0.000212,0.0000013330096662816682,2065.797758,12.9892848113065960568863,469.02397768,302.1756862998183,0.000010017529514903568,0.00628778144472485,-42.280354151123035,8.595979170002698,99997261836.137064,715912,18054,213202877.88043603,1340573.099498543826094661376,11813.97916697,74.2837189944399065038582045,700,4.401447011307395,213289579.880436,1341118.262725364171405918035,0.04163479118901032,0.05828136752642845,0.04354268277267281
2016-06-24,1514,24316,652173151.0186149116018551234,0.0029616721834277385,0.00001931576004238378478581338199,0.000249,0.00000162395564150083185,1779.479268,11.6056040008127336619642,566.0936007,312.50737116980764,0.000009820275862068958,0.00652191020683065,-40.940067348276195,15.559130829995645,99997260056.65773,600836,13392,176644392.257968,1152058.864846638548450489119,13209.19894399,86.1492094168650244647652935,330,2.1522303682541145,176897592.257968,1153710.212511008069030489119,0.04156630218979857,0.05834385929649726,0.0438304732366415
2016-06-25,1124,24467,640473894.0110818105647769375,0.002483856073858287,0.00001590888579657258965706397102,0.000212,0.00000135784187512702592,1158.122733,7.41767709152809424826528,732.28369812,307.26342893481814,0.000009575685563997656,0.00640491450531616,-43.80300429871515,11.466438618444533,99997258898.534927,466260,17879,136555353.00783202,874625.3612584320239084062714,7661.1976625,49.069316036640508815476,200,1.280982901063232,136974553.007832,877310.3014190604300821161651,0.04157245271902617,0.05843525210243645,0.043579842583913696
2016-06-26,1079,24476,644616990.4761705404036916619,0.003347887746617046,0.00002158164519824716853714643933,0.000239,0.00000154067686635942685,1791.759391,11.55030227529688301198765,457.04713072,312.5268905254028,0.000010225248392752782,0.00644634672116915,-43.749274981249606,17.060275669115242,99997257106.775471,535191,20083,218789814.84914598,1410395.005577997595005064623,10901.20075931,70.2729197715846668309472865,400,2.57853868846766,218928814.849146,1411291.047772240235781999046,0.041524614384083655,0.05778236429067577,0.042856529718040555
2016-06-27,1348,24028,635631335.6562397427469309382,0.0026112054642490915,0.00001659809567059253557830208718,0.00006,3.813892678575336E-7,1406.28037,8.9390040119453576382572,954.58489428,309.9825799179396,0.000009745555230859145,0.00635648779762556,-45.34884529731044,16.446613713356424,99997255700.495048,538556,31243,104754701.54638101,665871.9821234782706768890746,3362.03954634,21.3707633514447834715884504,100,0.635648779762556,105040201.546381,667686.7593897003044920110984,0.041535442441241396,0.05783432342585865,0.04279221751025119
2016-06-28,1597,24251,689202218.7090868355062531574,0.0030767897100474227,0.00002120588536547077627992822786,0.000248,0.00000170926844738950144,2196.578633,15.13928447418090117591424,702.42734334,337.4398732609091,0.000010648967270601989,0.00689221148140928,-40.55534812459262,19.62088496314848,99997253503.916381,713919,23783,142359568.50537902,981172.2525412442160984101453,5992.68925305,41.302881674389212124538304,100,0.689221148140928,142524128.505379,982306.4348626247893709805171,0.041896373834865275,0.05881925205061991,0.04394498251381716
2016-06-29,1344,24462,679703106.05147288934610489,0.003991460625871394,0.00002713082776903122834475326317,0.000337,0.00000229066244544688561,2841.93194,19.3172307640178391352682,450.25275365,362.4632868472247,0.000010644164231443605,0.00679721793901153,-36.33821402208971,19.567097146880126,99997250661.98439,712003,9999,222091369.45962703,1509603.44059061429805516067,22217.47869383,151.0170447373077321457098599,440,2.9907758931650732,222152569.459627,1510019.430328481599774622499,0.04190883028563176,0.05882442449399792,0.04397579238428302
2016-06-30,1456,25035,662886236.8861714936915563257,0.002754933273035062,0.00001826257595657282718583317642,0.000318,0.00000210803623123406484,1939.935853,12.85992158614453087434814,1065.80248222,362.9620507143114,0.000009831223553477504,0.00662904475230838,-39.156438931276796,18.501844092809446,99997248722.048504,704168,9167,93823433.88214298,621959.7420199721786232162122,10355.02714979,68.6439383873262006745322402,700,4.640331326615866,94924533.882143,629258.9831967390684221112583,0.04190065529657064,0.05896268193678879,0.044084875974654075
2016-07-01,1352,24745,682758624.9715346871407502587,0.003090861719591855,0.00002110370594211386471552373481,0.000306,0.00000208929890889443592,1630.275014,11.13114969917667073202648,1519.64096649,374.72817918268424,0.000010077711279953244,0.00682777421207332,-36.34861953660995,18.276931698243732,99997247091.773469,527450,8786,65803205.68931,449289.4308772271931148602092,7784.79190636,53.1528014246019077308943152,400,2.731109684829328,68397181.68931,467000.5133167642954351802092,0.04189592085042556,0.058935054210798976,0.04416546289005141
2016-07-02,953,25076,660495033.2907479227530211637,0.0023990381546070325,0.000015845964326679810978972252,0.000316,0.00000208722179662500224,1539.160505,10.1663587168998283017232,3220.05240017,362.98075368459763,0.000009399121566335475,0.00660513226780064,-39.45415921116779,15.132626873047863,99997245552.612963,641574,7375,31054539.841408998,205119.3431681911422125641662,4220.60201239,27.8776345415815055833299296,700,4.623592587460448,31126939.841409,205597.5547443799217588287018,0.04196901175291698,0.05932514183905788,0.04427884679801359
2016-07-03,939,25388,660072209.7070549322004261041,0.0023515180310256286,0.00001552214483828659404246893293,0.000307,0.00000202647753599217398,1674.530099,11.05341247220277250148086,3424.89432143,364.03532344990765,0.000009962875511396842,0.00660090402603314,-37.07995654629228,14.003403212581384,99997243878.082863,712106,7256,29197176.465343006,192727.7596788826922044036232,4032.49537835,26.618114977910545133938519,400,2.640361610413256,29259786.465343,193141.042279952587494379467,0.04195668629570473,0.05932654548525502,0.04408660175633155
2016-07-04,1360,24801,671974418.1772502000964838161,0.002841225301353654,0.0000190928338620381640639009542,0.000335,0.00000225117639939904485,2369.388698,15.92212512818039062562718,1382.07183807,370.8446224810985,0.000009884539450613664,0.00671992955044491,-30.98853855458234,16.1582326460529,99997241508.694154,833932,8862,72353143.12507999,486208.0245537950078224838384,8174.10044291,54.9293791146157360185550881,400,2.687971820177964,72438878.12508,486784.1577138024693806293428,0.041950735267601236,0.0593681919687843,0.044138340978875645
2016-07-05,1395,25240,659398595.526440203818690564,0.0018278014094361803,0.00001205282947139831377248490493,0.00006,3.956500769451612E-7,1429.627667,9.42720494085802155491534,1951.77174195,365.32078317678577,0.00000986905669199298,0.00659416794908602,-29.77858988815803,14.337194709138481,99997240079.066485,782157,14181,51234085.385002986,337846.1637465231715753136709,3623.55161025,23.894307890169587786763705,600,3.956500769451612,51385585.385003,338845.1801908097959236649581,0.041973752589309965,0.05951230089940195,0.043981342920860596
2016-07-06,1314,25120,652530310.6723140058392802796,0.0024732583012810464,0.00001613920578130887123564584361,0.0003,0.000001957644994817091,1703.379984,11.11537766649738850168848,1338.99443229,364.1484638992761,0.000009629558737580365,0.00652548331605697,-30.231822696443896,14.003886548373984,99997238375.686495,688719,15036,74680847.032586,487328.6213401426191906224244,4974.34470821,32.4600034017406316423867237,400,2.610193326422788,74794247.032586,488068.6111481834795886224244,0.041952533418037966,0.05953501134196117,0.04400133610984545
2016-07-07,1313,24758,648336634.7009308630418382561,0.002838946714155525,0.000018406440215260616995589125,0.00006,3.890127304640688E-7,1689.755279,10.95560524833107291031992,1387.7692366,370.8905826365456,0.000010129697253068377,0.00648354550773448,-27.957391220416085,10.9051510801392,99997236685.931214,595205,17965,72056098.412487,467178.9931671536847079124518,4078.86019552,26.4454756973406787650455296,500,3.24177275386724,73276723.412487,475092.9709025320843579124518,0.04192469553437929,0.05948037312426074,0.04396222026841334
2016-07-08,1289,24636,662329810.7645838156967725741,0.002477325385814363,0.0000164085182063482455840266066,0.00006,3.97408874110116E-7,1508.782821,9.9933947028382447186206,2243.18664272,381.6701678389557,0.000009959347749853897,0.0066234812351686,-22.91567707228271,14.441268203019156,99997235177.148393,609037,16135,44578205.519241996,295262.9077541886773804892605,2771.98856642,18.360214253784778400998412,600,3.97408874110116,44726035.519242,296242.0569851836780124142012,0.04195265286318678,0.0595110634022183,0.04404367329859009
